State,Year,Fuel_Consumption (Million Liters),Income (Crore INR),Fuel_Price (INR per Liter),Population,Vehicle_Type
Telangana,2029,38.54,155988.68,97.0,7838394,Heavy Vehicle
Telangana,2030,82.22,10065.32,100.0,62267153,Two-Wheeler
Telangana,2030,23.58,3786.16,100.0,4549833,Four-Wheeler
Telangana,2030,34.81,111344.95,100.0,23988139,Heavy Vehicle
Telangana,2031,84.08,30419.12,102.0,95959105,Two-Wheeler
Telangana,2031,83.94,68014.59,102.0,1768570,Four-Wheeler
Telangana,2031,83.22,11984.05,102.0,18246827,Heavy Vehicle
Telangana,2032,60.58,157982.58,104.0,47111409,Two-Wheeler
Telangana,2032,46.42,26899.42,104.0,22317583,Four-Wheeler
Telangana,2032,17.94,7520.62,104.0,87452670,Heavy Vehicle
Telangana,2033,93.49,114681.27,106.0,78029763,Two-Wheeler
Telangana,2033,74.0,186210.09,106.0,88140600,Four-Wheeler
Telangana,2033,1.76,16745.28,106.0,89547237,Heavy Vehicle
Telangana,2034,12.67,41333.5,108.0,47191810,Two-Wheeler
Telangana,2034,95.01,19196.94,108.0,5532380,Four-Wheeler
Telangana,2034,19.2,152532.92,108.0,95781494,Heavy Vehicle
Telangana,2035,41.51,92985.25,110.0,46480226,Two-Wheeler
Telangana,2035,72.57,104406.42,110.0,83202138,Four-Wheeler
Telangana,2035,28.64,83075.81,110.0,62323167,Heavy Vehicle
Telangana,2036,15.74,100911.48,112.0,41293001,Two-Wheeler
Telangana,2036,6.19,170250.61,112.0,17388506,Four-Wheeler
Telangana,2036,74.24,11010.11,112.0,52678326,Heavy Vehicle
Telangana,2037,79.53,69515.69,114.0,67403363,Two-Wheeler
Telangana,2037,1.99,112302.69,114.0,21702308,Four-Wheeler
Telangana,2037,95.82,192254.16,114.0,35495583,Heavy Vehicle
Telangana,2038,68.74,36320.78,116.0,12516552,Two-Wheeler
Telangana,2038,6.03,65532.99,116.0,7708039,Four-Wheeler
Telangana,2038,22.11,17088.47,116.0,73947926,Heavy Vehicle
Telangana,2039,93.82,137227.18,118.0,19686166,Two-Wheeler
Telangana,2039,17.98,179429.68,118.0,44245687,Four-Wheeler
Telangana,2039,53.2,63314.98,118.0,51091719,Heavy Vehicle
Telangana,2040,14.15,177734.13,120.0,38153364,Two-Wheeler
Telangana,2040,87.38,136087.93,120.0,43885142,Four-Wheeler
Telangana,2040,15.67,43673.95,120.0,83985261,Heavy Vehicle
Telangana,2041,36.47,79457.32,123.0,2539532,Two-Wheeler
Telangana,2041,96.85,8957.75,123.0,2165322,Four-Wheeler
Telangana,2041,45.67,34513.72,123.0,80952410,Heavy Vehicle
Telangana,2042,91.77,107391.82,126.0,95081546,Two-Wheeler
Telangana,2042,13.79,78416.53,126.0,26298452,Four-Wheeler
Telangana,2042,61.5,78187.37,126.0,77359574,Heavy Vehicle
Telangana,2043,41.22,130891.09,129.0,14722407,Two-Wheeler
Telangana,2043,97.81,130619.02,129.0,17954157,Four-Wheeler
Telangana,2043,83.31,123119.0,129.0,98962024,Heavy Vehicle
Telangana,2044,13.01,168591.32,132.0,68485873,Two-Wheeler
Telangana,2044,88.14,177897.59,132.0,94454358,Four-Wheeler
Telangana,2044,18.07,172689.34,132.0,70966207,Heavy Vehicle
Telangana,2045,50.66,182976.76,135.0,89635133,Two-Wheeler
Telangana,2045,39.44,32166.36,135.0,10243421,Four-Wheeler
Telangana,2045,26.9,45765.08,135.0,80539686,Heavy Vehicle
Telangana,2046,87.72,99184.01,138.0,91649480,Two-Wheeler
Telangana,2046,35.77,16813.34,138.0,26580342,Four-Wheeler
Telangana,2046,32.41,76799.88,138.0,81089482,Heavy Vehicle
Telangana,2047,2.0,181396.82,141.0,41059732,Two-Wheeler
Telangana,2047,59.77,186981.22,141.0,1362115,Four-Wheeler
Telangana,2047,93.07,91376.56,141.0,50166902,Heavy Vehicle
Telangana,2048,98.07,113736.04,144.0,56275144,Two-Wheeler
Telangana,2048,95.48,125231.8,144.0,60860602,Four-Wheeler
Telangana,2048,42.68,176966.81,144.0,14589823,Heavy Vehicle
Telangana,2049,97.35,60907.3,147.0,58016886,Two-Wheeler
Telangana,2049,39.7,83223.49,147.0,59160708,Four-Wheeler
Telangana,2049,84.32,11280.69,147.0,38125940,Heavy Vehicle
Telangana,2050,21.9,179509.02,150.0,93546157,Two-Wheeler
Telangana,2050,3.67,5189.37,150.0,27821456,Four-Wheeler
Telangana,2050,21.47,38358.01,150.0,74500508,Heavy Vehicle
Tripura,1950,97.12,103059.7,1.5,81624485,Two-Wheeler
Tripura,1950,76.51,131173.18,1.5,81005774,Four-Wheeler
Tripura,1950,58.14,35202.2,1.5,20425613,Heavy Vehicle
Tripura,1951,41.77,15376.88,1.55,97089136,Two-Wheeler
Tripura,1951,75.34,5466.83,1.55,95231101,Four-Wheeler
Tripura,1951,75.95,26198.57,1.55,61393381,Heavy Vehicle
Tripura,1952,12.18,166105.74,1.6,12119774,Two-Wheeler
Tripura,1952,71.21,62553.52,1.6,67311930,Four-Wheeler
Tripura,1952,71.51,185804.91,1.6,41545834,Heavy Vehicle
Tripura,1953,0.88,151997.78,1.65,69341036,Two-Wheeler
Tripura,1953,0.66,75169.63,1.65,38999619,Four-Wheeler
Tripura,1953,74.09,199085.26,1.65,68991499,Heavy Vehicle
Tripura,1954,47.2,7535.04,1.7,86008972,Two-Wheeler
Tripura,1954,51.63,53802.34,1.7,28550681,Four-Wheeler
Tripura,1954,0.96,156512.05,1.7,44213593,Heavy Vehicle
Tripura,1955,75.6,16499.83,1.75,12792758,Two-Wheeler
Tripura,1955,48.83,71289.21,1.75,58068509,Four-Wheeler
Tripura,1955,31.46,104255.26,1.75,72496207,Heavy Vehicle
Tripura,1956,73.19,108266.26,1.8,863442,Two-Wheeler
Tripura,1956,6.25,40754.53,1.8,16187263,Four-Wheeler
Tripura,1956,89.63,94457.69,1.8,47582166,Heavy Vehicle
Tripura,1957,5.6,73876.49,1.85,30734410,Two-Wheeler
Tripura,1957,44.51,167298.72,1.85,18902858,Four-Wheeler
Tripura,1957,16.06,112896.17,1.85,95368559,Heavy Vehicle
Tripura,1958,96.92,178526.21,1.9,9488611,Two-Wheeler
Tripura,1958,48.9,182995.88,1.9,19638511,Four-Wheeler
Tripura,1958,82.14,166566.44,1.9,93586052,Heavy Vehicle
Tripura,1959,53.04,172186.91,1.95,72773424,Two-Wheeler
Tripura,1959,0.34,89926.19,1.95,11707493,Four-Wheeler
Tripura,1959,96.4,126535.61,1.95,10269033,Heavy Vehicle
Tripura,1960,62.33,176537.09,2.0,90897208,Two-Wheeler
Tripura,1960,30.4,50915.11,2.0,5388386,Four-Wheeler
Tripura,1960,28.47,49595.6,2.0,87674367,Heavy Vehicle
Tripura,1961,72.12,25611.64,2.15,57556142,Two-Wheeler
Tripura,1961,11.74,73851.28,2.15,77745228,Four-Wheeler
Tripura,1961,92.84,126661.08,2.15,15718876,Heavy Vehicle
Tripura,1962,33.75,44645.33,2.3,24662626,Two-Wheeler
Tripura,1962,46.23,100833.32,2.3,6262484,Four-Wheeler
Tripura,1962,4.45,87283.93,2.3,19061035,Heavy Vehicle
Tripura,1963,37.83,193507.11,2.45,8284423,Two-Wheeler
Tripura,1963,68.0,89322.82,2.45,30974232,Four-Wheeler
Tripura,1963,58.31,133487.27,2.45,69828497,Heavy Vehicle
Tripura,1964,63.28,91048.02,2.6,75098225,Two-Wheeler
Tripura,1964,67.77,77791.01,2.6,9832786,Four-Wheeler
Tripura,1964,16.29,41321.45,2.6,3531844,Heavy Vehicle
Tripura,1965,67.86,126958.38,2.75,4600601,Two-Wheeler
Tripura,1965,20.58,104189.39,2.75,868232,Four-Wheeler
Tripura,1965,30.42,65749.16,2.75,46145292,Heavy Vehicle
Tripura,1966,20.89,53775.77,2.9,70992395,Two-Wheeler
Tripura,1966,11.47,84174.55,2.9,14487907,Four-Wheeler
Tripura,1966,73.66,38775.95,2.9,8796843,Heavy Vehicle
Tripura,1967,23.56,69851.3,3.05,86726280,Two-Wheeler
Tripura,1967,25.13,69491.33,3.05,44300216,Four-Wheeler
Tripura,1967,61.4,117958.68,3.05,45230834,Heavy Vehicle
Tripura,1968,28.07,196290.72,3.2,14390220,Two-Wheeler
Tripura,1968,94.54,54946.88,3.2,53243190,Four-Wheeler
Tripura,1968,19.25,139915.45,3.2,11073788,Heavy Vehicle
Tripura,1969,71.15,124031.83,3.35,59183389,Two-Wheeler
Tripura,1969,38.86,87196.96,3.35,37897924,Four-Wheeler
Tripura,1969,95.2,106983.3,3.35,4333865,Heavy Vehicle
Tripura,1970,39.22,6193.27,3.5,22580701,Two-Wheeler
Tripura,1970,51.27,155877.08,3.5,14943008,Four-Wheeler
Tripura,1970,58.58,52868.31,3.5,83411374,Heavy Vehicle
Tripura,1971,61.21,59484.21,3.75,14615891,Two-Wheeler
Tripura,1971,92.89,184905.39,3.75,94142349,Four-Wheeler
Tripura,1971,43.64,62763.26,3.75,4271598,Heavy Vehicle
Tripura,1972,70.99,136675.62,4.0,7977210,Two-Wheeler
Tripura,1972,82.51,61026.55,4.0,27348711,Four-Wheeler
Tripura,1972,45.42,63832.91,4.0,6640062,Heavy Vehicle
Tripura,1973,45.31,185772.98,4.25,9374190,Two-Wheeler
Tripura,1973,56.72,123006.48,4.25,73928411,Four-Wheeler
Tripura,1973,33.79,31321.65,4.25,57284465,Heavy Vehicle
Tripura,1974,56.56,43397.9,4.5,75620765,Two-Wheeler
Tripura,1974,39.86,189095.35,4.5,87553758,Four-Wheeler
Tripura,1974,49.29,182094.84,4.5,39099362,Heavy Vehicle
Tripura,1975,24.49,159942.82,4.75,20288078,Two-Wheeler
Tripura,1975,33.33,163883.28,4.75,54324368,Four-Wheeler
Tripura,1975,77.95,175564.32,4.75,38357782,Heavy Vehicle
Tripura,1976,38.77,89784.71,5.0,82007146,Two-Wheeler
Tripura,1976,31.9,88775.6,5.0,79037883,Four-Wheeler
Tripura,1976,26.4,197956.49,5.0,71386388,Heavy Vehicle
Tripura,1977,87.52,135513.7,5.25,4015860,Two-Wheeler
Tripura,1977,42.17,121550.82,5.25,31705850,Four-Wheeler
Tripura,1977,8.39,4857.13,5.25,9216393,Heavy Vehicle
Tripura,1978,96.04,32738.45,5.5,28554827,Two-Wheeler
Tripura,1978,69.63,195901.38,5.5,21770073,Four-Wheeler
Tripura,1978,11.78,185894.57,5.5,84527933,Heavy Vehicle
Tripura,1979,78.58,199318.52,5.75,98267949,Two-Wheeler
Tripura,1979,67.36,32649.6,5.75,68653420,Four-Wheeler
Tripura,1979,4.84,74126.93,5.75,7575102,Heavy Vehicle
Tripura,1980,51.66,180340.86,6.0,25826254,Two-Wheeler
Tripura,1980,36.36,68852.1,6.0,65128559,Four-Wheeler
Tripura,1980,30.02,18507.74,6.0,69666294,Heavy Vehicle
Tripura,1981,25.12,122372.65,6.2,77803396,Two-Wheeler
Tripura,1981,3.53,161716.57,6.2,85177600,Four-Wheeler
Tripura,1981,30.41,131295.1,6.2,72589682,Heavy Vehicle
Tripura,1982,4.81,173972.26,6.4,19593753,Two-Wheeler
Tripura,1982,9.77,173086.46,6.4,78101842,Four-Wheeler
Tripura,1982,29.06,111029.56,6.4,31441045,Heavy Vehicle
Tripura,1983,72.39,102536.33,6.6,43060385,Two-Wheeler
Tripura,1983,62.07,68202.48,6.6,38566027,Four-Wheeler
Tripura,1983,15.01,180856.13,6.6,54248491,Heavy Vehicle
Tripura,1984,97.67,76893.04,6.8,31667469,Two-Wheeler
Tripura,1984,32.35,90254.44,6.8,94785050,Four-Wheeler
Tripura,1984,54.0,103654.32,6.8,55770092,Heavy Vehicle
Tripura,1985,5.6,145628.32,7.0,72280699,Two-Wheeler
Tripura,1985,11.37,63204.19,7.0,3673063,Four-Wheeler
Tripura,1985,73.03,25169.82,7.0,17967942,Heavy Vehicle
Tripura,1986,46.93,13941.77,7.2,86786356,Two-Wheeler
Tripura,1986,75.18,111915.6,7.2,69475489,Four-Wheeler
Tripura,1986,77.99,186641.27,7.2,17002342,Heavy Vehicle
Tripura,1987,17.34,4405.32,7.4,67507773,Two-Wheeler
Tripura,1987,4.89,19815.27,7.4,15129074,Four-Wheeler
Tripura,1987,84.53,171659.66,7.4,98458272,Heavy Vehicle
Tripura,1988,23.36,138169.0,7.6,27629940,Two-Wheeler
Tripura,1988,72.63,6997.33,7.6,78184251,Four-Wheeler
Tripura,1988,79.18,150602.75,7.6,78270064,Heavy Vehicle
Tripura,1989,22.84,91189.65,7.8,58871357,Two-Wheeler
Tripura,1989,86.34,126191.64,7.8,8551855,Four-Wheeler
Tripura,1989,70.89,110166.82,7.8,9669353,Heavy Vehicle
Tripura,1990,39.24,102415.97,8.0,92777740,Two-Wheeler
Tripura,1990,92.71,156663.93,8.0,62302447,Four-Wheeler
Tripura,1990,30.84,120389.77,8.0,59803640,Heavy Vehicle
Tripura,1991,57.35,22720.04,9.4,30924139,Two-Wheeler
Tripura,1991,93.87,116764.81,9.4,68515075,Four-Wheeler
Tripura,1991,47.84,108779.72,9.4,69003096,Heavy Vehicle
Tripura,1992,45.33,142049.69,10.8,37708811,Two-Wheeler
Tripura,1992,7.76,69724.99,10.8,23854404,Four-Wheeler
Tripura,1992,40.76,158632.62,10.8,39239455,Heavy Vehicle
Tripura,1993,76.29,178637.28,12.2,93267196,Two-Wheeler
Tripura,1993,27.02,77448.23,12.2,80001893,Four-Wheeler
Tripura,1993,43.0,29829.96,12.2,9113061,Heavy Vehicle
Tripura,1994,8.36,109942.97,13.6,63527376,Two-Wheeler
Tripura,1994,75.61,143042.27,13.6,44965441,Four-Wheeler
Tripura,1994,46.95,109921.7,13.6,23776285,Heavy Vehicle
Tripura,1995,85.76,145049.34,15.0,28191304,Two-Wheeler
Tripura,1995,24.37,39858.65,15.0,85366112,Four-Wheeler
Tripura,1995,57.65,80923.46,15.0,17406356,Heavy Vehicle
Tripura,1996,77.85,145556.69,16.4,53084065,Two-Wheeler
Tripura,1996,57.46,113255.65,16.4,63007137,Four-Wheeler
Tripura,1996,40.25,179562.28,16.4,81897652,Heavy Vehicle
Tripura,1997,46.2,148547.45,17.8,83104920,Two-Wheeler
Tripura,1997,63.59,169691.98,17.8,18250451,Four-Wheeler
Tripura,1997,78.78,16397.04,17.8,23100187,Heavy Vehicle
Tripura,1998,28.31,11347.4,19.2,75294665,Two-Wheeler
Tripura,1998,77.7,107935.47,19.2,62761587,Four-Wheeler
Tripura,1998,92.06,88783.73,19.2,42220332,Heavy Vehicle
Tripura,1999,51.24,87659.28,20.6,6148849,Two-Wheeler
Tripura,1999,80.45,184610.27,20.6,76114759,Four-Wheeler
Tripura,1999,44.4,144573.6,20.6,87413126,Heavy Vehicle
Tripura,2000,14.01,35151.47,22.0,88983524,Two-Wheeler
Tripura,2000,14.73,168923.45,22.0,58023707,Four-Wheeler
Tripura,2000,24.93,119012.26,22.0,19482467,Heavy Vehicle
Tripura,2001,97.12,161605.77,24.8,66577116,Two-Wheeler
Tripura,2001,86.05,133577.68,24.8,82890371,Four-Wheeler
Tripura,2001,10.52,2424.52,24.8,99764550,Heavy Vehicle
Tripura,2002,55.17,99428.85,27.6,82809102,Two-Wheeler
Tripura,2002,96.32,60352.34,27.6,77223565,Four-Wheeler
Tripura,2002,81.1,39261.59,27.6,23122191,Heavy Vehicle
Tripura,2003,29.85,157876.74,30.4,49486385,Two-Wheeler
Tripura,2003,27.41,1535.48,30.4,2942278,Four-Wheeler
Tripura,2003,6.7,114652.47,30.4,81525196,Heavy Vehicle
Tripura,2004,90.1,186379.29,33.2,31549984,Two-Wheeler
Tripura,2004,28.57,31146.6,33.2,50751928,Four-Wheeler
Tripura,2004,26.98,76923.8,33.2,49436998,Heavy Vehicle
Tripura,2005,73.56,148741.49,36.0,55420638,Two-Wheeler
Tripura,2005,75.97,38421.99,36.0,13074755,Four-Wheeler
Tripura,2005,29.24,39135.14,36.0,20056558,Heavy Vehicle
Tripura,2006,33.5,35400.76,38.8,31130433,Two-Wheeler
Tripura,2006,55.34,116904.84,38.8,35160345,Four-Wheeler
Tripura,2006,77.82,104819.48,38.8,56592722,Heavy Vehicle
Tripura,2007,6.15,158930.63,41.6,13141882,Two-Wheeler
Tripura,2007,13.15,56494.99,41.6,88060511,Four-Wheeler
Tripura,2007,57.12,123746.13,41.6,59520159,Heavy Vehicle
Tripura,2008,6.08,53794.88,44.4,58371387,Two-Wheeler
Tripura,2008,90.7,63046.43,44.4,13324884,Four-Wheeler
Tripura,2008,14.19,12103.25,44.4,91697076,Heavy Vehicle
Tripura,2009,55.17,105954.22,47.2,30745190,Two-Wheeler
Tripura,2009,17.81,98199.95,47.2,23842748,Four-Wheeler
Tripura,2009,95.9,181110.57,47.2,19557412,Heavy Vehicle
Tripura,2010,58.7,27463.22,50.0,65214736,Two-Wheeler
Tripura,2010,92.23,29703.64,50.0,57830574,Four-Wheeler
Tripura,2010,28.97,22571.38,50.0,83860440,Heavy Vehicle
Tripura,2011,29.19,139796.14,52.0,62561765,Two-Wheeler
Tripura,2011,53.17,77841.01,52.0,30473937,Four-Wheeler
Tripura,2011,34.06,66508.17,52.0,46013851,Heavy Vehicle
Tripura,2012,92.31,171235.46,54.0,79099999,Two-Wheeler
Tripura,2012,59.84,197684.25,54.0,20061686,Four-Wheeler
Tripura,2012,71.32,169394.66,54.0,24225326,Heavy Vehicle
Tripura,2013,51.0,44703.43,56.0,52522544,Two-Wheeler
Tripura,2013,5.01,22591.84,56.0,80481094,Four-Wheeler
Tripura,2013,29.12,127917.89,56.0,39823444,Heavy Vehicle
Tripura,2014,50.02,15998.71,58.0,57330223,Two-Wheeler
Tripura,2014,17.8,79552.71,58.0,60032287,Four-Wheeler
Tripura,2014,83.55,88925.38,58.0,99526496,Heavy Vehicle
Tripura,2015,34.01,130044.47,60.0,84239257,Two-Wheeler
Tripura,2015,67.97,99198.21,60.0,51408221,Four-Wheeler
Tripura,2015,73.14,155985.53,60.0,18083130,Heavy Vehicle
Tripura,2016,42.24,165917.22,62.0,34207390,Two-Wheeler
Tripura,2016,84.91,79078.45,62.0,52193629,Four-Wheeler
Tripura,2016,42.08,147298.08,62.0,7014789,Heavy Vehicle
Tripura,2017,59.62,42232.8,64.0,73634486,Two-Wheeler
Tripura,2017,98.04,197851.26,64.0,71094242,Four-Wheeler
Tripura,2017,56.53,53518.95,64.0,10563239,Heavy Vehicle
Tripura,2018,15.19,189771.13,66.0,55329972,Two-Wheeler
Tripura,2018,85.84,32532.65,66.0,10132252,Four-Wheeler
Tripura,2018,29.78,13377.95,66.0,35939445,Heavy Vehicle
Tripura,2019,70.81,117914.44,68.0,42555753,Two-Wheeler
Tripura,2019,15.73,57830.27,68.0,51910511,Four-Wheeler
Tripura,2019,99.08,80004.3,68.0,40120320,Heavy Vehicle
Tripura,2020,97.57,59627.94,70.0,20045211,Two-Wheeler
Tripura,2020,22.08,177128.08,70.0,37872278,Four-Wheeler
Tripura,2020,77.67,11627.73,70.0,95748191,Heavy Vehicle
Tripura,2021,36.27,45015.23,73.0,29755589,Two-Wheeler
Tripura,2021,33.43,177268.08,73.0,9802933,Four-Wheeler
Tripura,2021,65.89,156709.88,73.0,51779769,Heavy Vehicle
Tripura,2022,65.67,170971.64,76.0,83825790,Two-Wheeler
Tripura,2022,2.65,194462.49,76.0,40531041,Four-Wheeler
Tripura,2022,10.85,101819.56,76.0,62673875,Heavy Vehicle
Tripura,2023,32.59,130920.97,79.0,51068443,Two-Wheeler
Tripura,2023,39.71,188312.11,79.0,66376055,Four-Wheeler
Tripura,2023,44.27,41929.38,79.0,31297595,Heavy Vehicle
Tripura,2024,96.76,65441.07,82.0,62695990,Two-Wheeler
Tripura,2024,19.89,103957.29,82.0,2317699,Four-Wheeler
Tripura,2024,25.14,178551.66,82.0,20824793,Heavy Vehicle
Tripura,2025,62.09,157731.7,85.0,87412715,Two-Wheeler
Tripura,2025,21.66,79336.56,85.0,18645215,Four-Wheeler
Tripura,2025,3.83,176154.49,85.0,32458118,Heavy Vehicle
Tripura,2026,9.02,138584.16,88.0,79682998,Two-Wheeler
Tripura,2026,6.96,124215.68,88.0,52140698,Four-Wheeler
Tripura,2026,11.81,44395.78,88.0,78013366,Heavy Vehicle
Tripura,2027,45.24,113297.99,91.0,65813737,Two-Wheeler
Tripura,2027,61.33,101553.76,91.0,21577173,Four-Wheeler
Tripura,2027,88.49,104662.37,91.0,99854911,Heavy Vehicle
Tripura,2028,24.99,103136.54,94.0,29720815,Two-Wheeler
Tripura,2028,59.61,23388.15,94.0,85723696,Four-Wheeler
Tripura,2028,48.36,9540.26,94.0,41141409,Heavy Vehicle
Tripura,2029,26.92,29635.05,97.0,98479426,Two-Wheeler
Tripura,2029,74.81,129691.42,97.0,81601173,Four-Wheeler
Tripura,2029,54.1,55289.76,97.0,89757833,Heavy Vehicle
Tripura,2030,21.41,3816.49,100.0,30965262,Two-Wheeler
Tripura,2030,92.89,154919.26,100.0,97153370,Four-Wheeler
Tripura,2030,24.63,22216.67,100.0,40693749,Heavy Vehicle
Tripura,2031,62.1,114276.05,102.0,37018325,Two-Wheeler
Tripura,2031,62.78,142739.21,102.0,53521649,Four-Wheeler
Tripura,2031,63.08,100236.03,102.0,73569309,Heavy Vehicle
Tripura,2032,93.95,157925.99,104.0,88016779,Two-Wheeler
Tripura,2032,25.46,54748.02,104.0,32480888,Four-Wheeler
Tripura,2032,76.74,162783.8,104.0,73242606,Heavy Vehicle
Tripura,2033,42.98,105506.56,106.0,2768343,Two-Wheeler
Tripura,2033,58.91,194190.75,106.0,15076742,Four-Wheeler
Tripura,2033,55.4,86915.81,106.0,31858308,Heavy Vehicle
Tripura,2034,95.73,50915.28,108.0,49611193,Two-Wheeler
Tripura,2034,39.26,156137.21,108.0,69029897,Four-Wheeler
Tripura,2034,70.84,37564.47,108.0,44107949,Heavy Vehicle
Tripura,2035,60.19,77530.66,110.0,31682051,Two-Wheeler
Tripura,2035,87.14,99447.93,110.0,92468778,Four-Wheeler
Tripura,2035,93.3,34879.01,110.0,97272620,Heavy Vehicle
Tripura,2036,93.81,179842.35,112.0,54050773,Two-Wheeler
Tripura,2036,92.86,40668.76,112.0,36147368,Four-Wheeler
Tripura,2036,53.86,133093.84,112.0,20668553,Heavy Vehicle
Tripura,2037,94.01,36914.67,114.0,74813353,Two-Wheeler
Tripura,2037,26.83,141501.25,114.0,12975359,Four-Wheeler
Tripura,2037,41.51,28127.73,114.0,26459889,Heavy Vehicle
Tripura,2038,93.4,1294.08,116.0,36706754,Two-Wheeler
Tripura,2038,58.42,199103.86,116.0,57735842,Four-Wheeler
Tripura,2038,20.63,67313.38,116.0,70351298,Heavy Vehicle
Tripura,2039,32.06,55919.6,118.0,61010829,Two-Wheeler
Tripura,2039,58.36,151405.32,118.0,91876310,Four-Wheeler
Tripura,2039,85.91,41058.81,118.0,48711366,Heavy Vehicle
Tripura,2040,72.37,37630.85,120.0,71304416,Two-Wheeler
Tripura,2040,16.94,2078.26,120.0,30630324,Four-Wheeler
Tripura,2040,47.29,162502.84,120.0,54392085,Heavy Vehicle
Tripura,2041,74.72,167009.38,123.0,5147330,Two-Wheeler
Tripura,2041,34.96,4798.44,123.0,53661737,Four-Wheeler
Tripura,2041,84.25,97247.52,123.0,14671019,Heavy Vehicle
Tripura,2042,84.18,39783.86,126.0,71287684,Two-Wheeler
Tripura,2042,59.97,18731.44,126.0,34501482,Four-Wheeler
Tripura,2042,8.57,104956.47,126.0,7670309,Heavy Vehicle
Tripura,2043,28.24,146231.33,129.0,22316289,Two-Wheeler
Tripura,2043,97.5,29046.45,129.0,2994887,Four-Wheeler
Tripura,2043,72.22,43008.14,129.0,97924177,Heavy Vehicle
Tripura,2044,75.92,72269.38,132.0,856267,Two-Wheeler
Tripura,2044,2.04,55695.04,132.0,45157224,Four-Wheeler
Tripura,2044,26.28,164379.02,132.0,69220552,Heavy Vehicle
Tripura,2045,29.72,46981.89,135.0,79146841,Two-Wheeler
Tripura,2045,0.36,146016.51,135.0,88664790,Four-Wheeler
Tripura,2045,1.53,62321.48,135.0,40859493,Heavy Vehicle
Tripura,2046,33.36,101976.51,138.0,62569532,Two-Wheeler
Tripura,2046,26.36,188009.42,138.0,37097447,Four-Wheeler
Tripura,2046,51.29,139522.88,138.0,45880623,Heavy Vehicle
Tripura,2047,89.99,126480.24,141.0,59111536,Two-Wheeler
Tripura,2047,83.44,22818.64,141.0,38904824,Four-Wheeler
Tripura,2047,96.61,124671.73,141.0,83355488,Heavy Vehicle
Tripura,2048,81.42,119290.93,144.0,98482550,Two-Wheeler
Tripura,2048,14.74,6160.53,144.0,92294131,Four-Wheeler
Tripura,2048,13.42,62643.93,144.0,33473617,Heavy Vehicle
Tripura,2049,94.75,130901.9,147.0,89268125,Two-Wheeler
Tripura,2049,11.0,137604.09,147.0,65525599,Four-Wheeler
Tripura,2049,2.9,127142.68,147.0,16529678,Heavy Vehicle
Tripura,2050,64.15,53690.0,150.0,52908567,Two-Wheeler
Tripura,2050,38.83,32525.19,150.0,64845538,Four-Wheeler
Tripura,2050,90.05,134060.1,150.0,36872826,Heavy Vehicle
Uttar Pradesh,1950,9.27,39685.12,1.5,82006338,Two-Wheeler
Uttar Pradesh,1950,37.48,50606.63,1.5,94650320,Four-Wheeler
Uttar Pradesh,1950,28.51,77913.89,1.5,64717750,Heavy Vehicle
Uttar Pradesh,1951,70.01,52455.31,1.55,89708492,Two-Wheeler
Uttar Pradesh,1951,84.2,156614.53,1.55,24180961,Four-Wheeler
Uttar Pradesh,1951,87.96,173467.88,1.55,96309721,Heavy Vehicle
Uttar Pradesh,1952,44.38,109079.79,1.6,15356089,Two-Wheeler
Uttar Pradesh,1952,13.7,152436.03,1.6,13891050,Four-Wheeler
Uttar Pradesh,1952,79.53,37907.21,1.6,85468290,Heavy Vehicle
Uttar Pradesh,1953,60.71,38257.84,1.65,97423973,Two-Wheeler
Uttar Pradesh,1953,74.72,189690.46,1.65,80261783,Four-Wheeler
Uttar Pradesh,1953,82.16,143026.03,1.65,98495528,Heavy Vehicle
Uttar Pradesh,1954,61.52,93395.69,1.7,79229886,Two-Wheeler
Uttar Pradesh,1954,41.21,186655.24,1.7,14329224,Four-Wheeler
Uttar Pradesh,1954,92.19,111931.67,1.7,70603936,Heavy Vehicle
Uttar Pradesh,1955,2.97,52973.82,1.75,81136741,Two-Wheeler
Uttar Pradesh,1955,19.95,115165.15,1.75,36052573,Four-Wheeler
Uttar Pradesh,1955,20.3,123759.52,1.75,48491114,Heavy Vehicle
Uttar Pradesh,1956,24.63,123908.07,1.8,79541422,Two-Wheeler
Uttar Pradesh,1956,36.32,59098.07,1.8,96366183,Four-Wheeler
Uttar Pradesh,1956,67.85,130002.49,1.8,76818424,Heavy Vehicle
Uttar Pradesh,1957,79.52,33605.88,1.85,51768805,Two-Wheeler
Uttar Pradesh,1957,22.68,96264.66,1.85,41968007,Four-Wheeler
Uttar Pradesh,1957,19.3,6805.32,1.85,25379906,Heavy Vehicle
Uttar Pradesh,1958,37.75,42666.03,1.9,79694418,Two-Wheeler
Uttar Pradesh,1958,94.62,145007.91,1.9,49193976,Four-Wheeler
Uttar Pradesh,1958,74.04,135448.85,1.9,40660995,Heavy Vehicle
Uttar Pradesh,1959,8.92,105496.97,1.95,82192714,Two-Wheeler
Uttar Pradesh,1959,42.63,24237.26,1.95,79055453,Four-Wheeler
Uttar Pradesh,1959,97.92,118927.44,1.95,61714034,Heavy Vehicle
Uttar Pradesh,1960,47.92,104031.29,2.0,24065539,Two-Wheeler
Uttar Pradesh,1960,91.32,81182.97,2.0,87050843,Four-Wheeler
Uttar Pradesh,1960,34.53,72243.84,2.0,77277621,Heavy Vehicle
Uttar Pradesh,1961,22.5,164498.94,2.15,43568675,Two-Wheeler
